st,sch_name,ncessch,lea_name,leaid,lcity,lzip,mcity,mzip,national_school_lunch_program,total_students,nslp_direct_certification,frl_eligible
NH,Hinsdale Middle High School,330378000048,Hinsdale School District,3303780,Hinsdale,03451,Hinsdale,03451,Yes participating without using any Provision or the CEO,112,,51
MT,Hinsdale School,301434000443,Hinsdale Elem,3014340,Hinsdale,59241,Hinsdale,59241,Yes participating without using any Provision or the CEO,30,,19
MO,HIRAM NEUWOEHNER,292676003154,SPECL. SCH. DST. ST. LOUIS CO.,2926760,Town and Country,63131,Town and Country,63131,Yes participating without using any Provision or the CEO,93,18,90
NE,HITCHCOCK CO ELEMENTARY,310012000185,HITCHCOCK CO SCH SYSTEM,3100120,CULBERTSON,69024,CULBERTSON,69024,Yes participating without using any Provision or the CEO,173,,85
NE,HITCHCOCK CO JR/SR HIGH SCHOOL,310012001562,HITCHCOCK CO SCH SYSTEM,3100120,TRENTON,69044,TRENTON,69044,Yes participating without using any Provision or the CEO,117,,62
NE,HITCHCOCK ELEMENTARY SCHOOL,317374001247,MILLARD PUBLIC SCHOOLS,3173740,OMAHA,68127,OMAHA,68127,Yes participating without using any Provision or the CEO,232,,74
MO,HIXSON MIDDLE,293153002194,WEBSTER GROVES,2931530,ST LOUIS,63119,ST LOUIS,63119,Yes participating without using any Provision or the CEO,967,67,110
MT,Hobson 6-8,301443000992,Hobson K-12 Schools,3014430,Hobson,59452,Hobson,59452,Yes participating without using any Provision or the CEO,30,,12
MT,Hobson High School,301443000446,Hobson K-12 Schools,3014430,Hobson,59452,Hobson,59452,Yes participating without using any Provision or the CEO,39,,19
MT,Hobson School,301443000445,Hobson K-12 Schools,3014430,Hobson,59452,Hobson,59452,Yes participating without using any Provision or the CEO,60,,34
MO,HODGEN ELEM.,292928002170,ST. LOUIS CITY,2929280,ST LOUIS,63104,ST LOUIS,63104,Yes under Community Eligibility Option (CEO),220,127,220
MO,HOECH MIDDLE,292664001567,RITENOUR,2926640,ST ANN,63074,ST ANN,63074,Yes under Community Eligibility Option (CEO),652,224,652
MO,HOGAN PREPARATORY ACAD MIDDLE,290001403196,HOGAN PREPARATORY ACADEMY,2900014,KANSAS CITY,64132,KANSAS CITY,64132,Yes under Community Eligibility Option (CEO),159,81,159
MO,HOGAN PREPARATORY ACADEMY,290001402743,HOGAN PREPARATORY ACADEMY,2900014,KANSAS CITY,64131,KANSAS CITY,64131,Yes under Community Eligibility Option (CEO),324,149,325
MO,HOGAN PREPARATORY ACADEMY ELEM,290001403222,HOGAN PREPARATORY ACADEMY,2900014,KANSAS CITY,64130,KANSAS CITY,64130,Yes under Community Eligibility Option (CEO),418,270,418
MO,HOGAN ST REGIONAL YOUTH CTR.,290000901195,DIVISION OF YOUTH SERVICE,2900009,ST LOUIS,63106,ST LOUIS,63106,Yes participating without using any Provision or the CEO,23,6,20
NV,Hoggard Mabel ES,320006000072,Clark County,3200060,Las Vegas,89106,Las Vegas,89106,Yes under Community Eligibility Option (CEO),535,248,535
MO,HOLCOMB ELEM.,291446000677,HOLCOMB R-III,2914460,HOLCOMB,63852,HOLCOMB,63852,Yes under Community Eligibility Option (CEO),236,85,236
MO,HOLCOMB HIGH,291446000678,HOLCOMB R-III,2914460,HOLCOMB,63852,HOLCOMB,63852,Yes under Community Eligibility Option (CEO),216,50,216
MO,HOLDEN ELEM.,291449000681,HOLDEN R-III,2914490,HOLDEN,64040,HOLDEN,64040,Yes participating without using any Provision or the CEO,530,92,252
MO,HOLDEN HIGH,291449000680,HOLDEN R-III,2914490,HOLDEN,64040,HOLDEN,64040,Yes participating without using any Provision or the CEO,385,40,164
MO,HOLDEN MIDDLE,291449000679,HOLDEN R-III,2914490,HOLDEN,64040,HOLDEN,64040,Yes participating without using any Provision or the CEO,280,34,118
NH,Holderness Central School,330381000169,Holderness School District,3303810,Holderness,03245,Holderness,03245,Yes participating without using any Provision or the CEO,150,,27
NE,HOLDREGE ELEMENTARY SCHOOL,317194002323,HOLDREGE PUBLIC SCHOOLS,3171940,HOLDREGE,68949,HOLDREGE,68949,Yes participating without using any Provision or the CEO,353,,175
NE,HOLDREGE HIGH SCHOOL,317194001074,HOLDREGE PUBLIC SCHOOLS,3171940,HOLDREGE,68949,HOLDREGE,68949,Yes participating without using any Provision or the CEO,315,,123
NE,HOLDREGE MIDDLE SCHOOL,317194001075,HOLDREGE PUBLIC SCHOOLS,3171940,HOLDREGE,68949,HOLDREGE,68949,Yes participating without using any Provision or the CEO,298,,122
NE,HOLDREGE PUBLIC SCHOOLS EARLY CHILDHOOD ED CTR,317194001749,HOLDREGE PUBLIC SCHOOLS,3171940,HOLDREGE,68949,HOLDREGE,68949,Yes participating without using any Provision or the CEO,47,,14
MO,HOLLAND ELEM.,292886001801,SPRINGFIELD R-XII,2928860,SPRINGFIELD,65807,SPRINGFIELD,65807,Yes participating without using any Provision or the CEO,232,78,174
MO,HOLLENBECK MIDDLE,292895001855,FRANCIS HOWELL R-III,2928950,ST CHARLES,63304,ST CHARLES,63304,Yes participating without using any Provision or the CEO,760,66,209
MO,Holliday C-2 School District,291452000682,HOLLIDAY C-2,2914520,HOLLIDAY,65258,HOLLIDAY,65258,Yes participating without using any Provision or the CEO,48,5,15
MO,HOLLIDAY MONTESSORI,291640002606,KANSAS CITY 33,2916400,KANSAS CITY,64132,KANSAS CITY,64132,Yes under Community Eligibility Option (CEO),348,109,348
NE,HOLLING HEIGHTS ELEM SCHOOL,317374001248,MILLARD PUBLIC SCHOOLS,3173740,OMAHA,68137,OMAHA,68137,Yes participating without using any Provision or the CEO,343,,206
NV,Hollingsworth Howard ES,320006000587,Clark County,3200060,Las Vegas,89101,Las Vegas,89101,Yes under Community Eligibility Option (CEO),500,378,500
NH,Hollis Primary School,330384000171,Hollis School District,3303840,Hollis,03049,Hollis,03049,Yes participating without using any Provision or the CEO,393,,17
NH,Hollis Upper Elementary School,330384000566,Hollis School District,3303840,Hollis,03049,Hollis,03049,Yes participating without using any Provision or the CEO,288,,14
NH,Hollis-Brookline High School,330385000170,Hollis-Brookline Cooperative School District,3303850,Hollis,03049,Hollis,03049,Yes participating without using any Provision or the CEO,745,,30
NH,Hollis-Brookline Middle School,330385000172,Hollis-Brookline Cooperative School District,3303850,Hollis,03049,Hollis,03049,Yes participating without using any Provision or the CEO,369,,21
MO,HOLLISTER EARLY CHILDHOOD CTR,291455003165,HOLLISTER R-V,2914550,HOLLISTER,65672,HOLLISTER,65672,Yes participating without using any Provision or the CEO,195,52,128
MO,HOLLISTER ELEM.,291455000683,HOLLISTER R-V,2914550,HOLLISTER,65672,HOLLISTER,65672,Yes participating without using any Provision or the CEO,396,115,266
MO,HOLLISTER HIGH,291455000684,HOLLISTER R-V,2914550,HOLLISTER,65672,HOLLISTER,65672,Yes participating without using any Provision or the CEO,446,76,252
MO,HOLLISTER MIDDLE,291455001120,HOLLISTER R-V,2914550,HOLLISTER,65672,HOLLISTER,65672,Yes participating without using any Provision or the CEO,304,63,183
MO,HOLMAN ELEMENTARY,291201000468,FERGUSON-FLORISSANT R-II,2912010,BERKELEY,63134,BERKELEY,63134,Yes participating without using any Provision or the CEO,221,131,218
MO,HOLMAN MIDDLE,292370001415,PATTONVILLE R-III,2923700,ST ANN,63074,ST ANN,63074,Yes participating without using any Provision or the CEO,642,139,319
NE,HOLMES ELEMENTARY SCHOOL,317284001154,LINCOLN PUBLIC SCHOOLS,3172840,LINCOLN,68506,LINCOLN,68506,Yes participating without using any Provision or the CEO,387,,229
NE,HOME BASED,318013002330,EDUCATIONAL SERVICE UNIT 13,3180130,SCOTTSBLUFF,69361,SCOTTSBLUFF,69361,No,9,,6
NE,HOMER ELEMENTARY SCHOOL,317200001082,HOMER COMMUNITY SCHOOLS,3172000,HOMER,68030,HOMER,68030,Yes participating without using any Provision or the CEO,253,,117
NE,HOMER HIGH SCHOOL,317200001083,HOMER COMMUNITY SCHOOLS,3172000,HOMER,68030,HOMER,68030,Yes participating without using any Provision or the CEO,191,,90
NV,Honors Academy of Literature,320000100826,State Sponsored Charter Schools,3200001,Reno,89501,Reno,89501,No,217,,
NH,Hooksett Memorial School,330387000175,Hooksett School District,3303870,Hooksett,03106,Hooksett,03106,Yes participating without using any Provision or the CEO,427,,68
MO,HOPE LEADERSHIP ACADEMY,290060103194,HOPE LEADERSHIP ACADEMY,2900601,KANSAS CITY,64128,KANSAS CITY,64128,Yes participating without using any Provision or the CEO,96,61,93
MO,Hopewell Acad Early Chld Cntr,293105003355,WARREN CO. R-III,2931050,WARRENTON,63383,WARRENTON,63383,Yes participating without using any Provision or the CEO,52,15,23
MO,HOPEWELL ELEMENTARY,292355003368,PARK HILL,2923550,KANSAS CITY,64151,KANSAS CITY,64151,Yes participating without using any Provision or the CEO,481,66,154
NH,Hopkinton High School,330390000177,Hopkinton School District,3303900,Contoocook,03229,Contoocook,03229,Yes participating without using any Provision or the CEO,300,,16
NH,Hopkinton Middle School,330390000052,Hopkinton School District,3303900,Contoocook,03229,Contoocook,03229,Yes participating without using any Provision or the CEO,168,,7
MO,HORACE MANN ELEM.,292783001704,SEDALIA 200,2927830,SEDALIA,65301,SEDALIA,65301,Yes participating without using any Provision or the CEO,239,73,165
MO,HORACE MANN ELEM.,292886001802,SPRINGFIELD R-XII,2928860,SPRINGFIELD,65807,SPRINGFIELD,65807,Yes participating without using any Provision or the CEO,384,97,267
MT,Horizon Elementary,300000301107,Cut Bank Elem,3000003,Cut Bank,59427,Cut Bank,59427,No,14,,
MO,Horizon Elementary,292841002274,SMITHVILLE R-II,2928410,SMITHVILLE,64089,SMITHVILLE,64089,Yes participating without using any Provision or the CEO,435,18,75
NE,HORIZON MIDDLE SCHOOL,317239001104,KEARNEY PUBLIC SCHOOLS,3172390,KEARNEY,68845,KEARNEY,68845,Yes participating without using any Provision or the CEO,631,,225
MO,HOSEA ELEM.,292706001657,ST. JOSEPH,2927060,ST JOSEPH,64504,ST JOSEPH,64504,Yes under Community Eligibility Option (CEO),406,165,406
MT,Hot Springs 7-8,301464001054,Hot Springs K-12,3014640,Hot Springs,59845,Hot Springs,59845,Yes under Community Eligibility Option (CEO),18,,12
MT,Hot Springs High School,301464000449,Hot Springs K-12,3014640,Hot Springs,59845,Hot Springs,59845,Yes under Community Eligibility Option (CEO),51,,26
MT,Hot Springs School,301464000448,Hot Springs K-12,3014640,Hot Springs,59845,Hot Springs,59845,Yes under Community Eligibility Option (CEO),90,,57
MO,HOUSE SPRINGS EARLY CHILD CTR,292289003192,NORTHWEST R-I,2922890,HOUSE SPRINGS,63051,HOUSE SPRINGS,63051,Yes participating without using any Provision or the CEO,198,18,53
MO,HOUSE SPRINGS ELEM.,292289001304,NORTHWEST R-I,2922890,HOUSE SPRINGS,63051,HOUSE SPRINGS,63051,Yes participating without using any Provision or the CEO,450,99,214
MO,HOUSTON ELEM.,291484000685,HOUSTON R-I,2914840,HOUSTON,65483,HOUSTON,65483,Yes under Community Eligibility Option (CEO),430,106,248
MO,HOUSTON HIGH,291484000688,HOUSTON R-I,2914840,HOUSTON,65483,HOUSTON,65483,Yes under Community Eligibility Option (CEO),364,72,185
MO,HOUSTON MIDDLE,291484000453,HOUSTON R-I,2914840,HOUSTON,65483,HOUSTON,65483,Yes under Community Eligibility Option (CEO),205,50,120
NE,HOWARD ELEMENTARY SCHOOL,310001601018,GRAND ISLAND PUBLIC SCHOOLS,3100016,GRAND ISLAND,68801,GRAND ISLAND,68801,Yes under Community Eligibility Option (CEO),463,460,
NE,HOWARD ELEMENTARY SCHOOL,317071000977,FREMONT PUBLIC SCHOOLS,3170710,FREMONT,68025,FREMONT,68025,Yes participating without using any Provision or the CEO,361,,245
MO,HOWELL VALLEY ELEM.,291521000692,HOWELL VALLEY R-I,2915210,WEST PLAINS,65775,WEST PLAINS,65775,Yes participating without using any Provision or the CEO,206,51,99
NE,HOWELLS SENIOR HIGH SCHOOL,310018301090,HOWELLS-DODGE CONSOLIDATED SCHOOLS,3100183,HOWELLS,68641,HOWELLS,68641,Yes participating without using any Provision or the CEO,137,,46
NE,HOWELLS-DODGE ELEMENTARY SCHOOL/DODGE,310018300908,HOWELLS-DODGE CONSOLIDATED SCHOOLS,3100183,DODGE,68633,DODGE,68633,Yes participating without using any Provision or the CEO,133,,55
NE,HOWELLS-DODGE ELEMENTARY SCHOOL/HOWELLS,310018301088,HOWELLS-DODGE CONSOLIDATED SCHOOLS,3100183,HOWELLS,68641,HOWELLS,68641,Yes participating without using any Provision or the CEO,27,,13
NE,HTRS ELEMENTARY SCHOOL,310017902191,HUMBOLDT TABLE ROCK STEINAUER,3100179,HUMBOLDT,68376,HUMBOLDT,68376,Yes participating without using any Provision or the CEO,160,,49
NE,HTRS HIGH SCHOOL,310017902189,HUMBOLDT TABLE ROCK STEINAUER,3100179,HUMBOLDT,68376,HUMBOLDT,68376,Yes participating without using any Provision or the CEO,81,,25
NE,HTRS MIDDLE SCHOOL,310017902190,HUMBOLDT TABLE ROCK STEINAUER,3100179,HUMBOLDT,68376,HUMBOLDT,68376,Yes participating without using any Provision or the CEO,57,,18
MO,HUDSON ELEM.,293153002417,WEBSTER GROVES,2931530,ST LOUIS,63119,ST LOUIS,63119,Yes participating without using any Provision or the CEO,187,10,17
MO,HUDSON ELEM.,291524000693,HUDSON R-IX,2915240,APPLETON CITY,64724,APPLETON CITY,64724,Yes participating without using any Provision or the CEO,42,3,3
NH,Hudson Memorial School,330393000181,Hudson School District,3303930,Hudson,03051,Hudson,03051,Yes participating without using any Provision or the CEO,696,,122
NV,HUFFAKER ELEMENTARY,320048000222,Washoe County,3200480,RENO,89511,RENO,89511,Yes participating without using any Provision or the CEO,367,95,95
NV,Hugh Gallagher Elementary School,320045000200,Storey,3200450,Virginia City,89440,Virginia City,89440,Yes participating without using any Provision or the CEO,126,24,29
NV,Hughes Charles Arthur MS,320006000592,Clark County,3200060,Mesquite,89027,Mesquite,89027,Yes under Community Eligibility Option (CEO),548,224,548
NE,HUMANN ELEMENTARY SCHOOL,317284001995,LINCOLN PUBLIC SCHOOLS,3172840,LINCOLN,68516,LINCOLN,68516,Yes participating without using any Provision or the CEO,507,,177
MO,HUMANSVILLE ELEM.,291530000696,HUMANSVILLE R-IV,2915300,HUMANSVILLE,65674,HUMANSVILLE,65674,Yes under Community Eligibility Option (CEO),137,64,138
MO,HUMANSVILLE HIGH,291530000697,HUMANSVILLE R-IV,2915300,HUMANSVILLE,65674,HUMANSVILLE,65674,Yes under Community Eligibility Option (CEO),95,27,95
MO,HUMANSVILLE MIDDLE SCHOOL,291530003298,HUMANSVILLE R-IV,2915300,Humansville,65674,Humansville,65674,Yes participating without using any Provision or the CEO,94,26,91
MO,HUMBOLDT ACAD OF HIGHER LRNING,292928003193,ST. LOUIS CITY,2929280,St. Louis,63104,St. Louis,63104,Yes under Community Eligibility Option (CEO),132,67,132
NV,Humboldt Adult Education Program,320021000858,Humboldt,3200210,Winnemucca,89445,Winnemucca,89445,No,0,,
MO,HUME ELEM.,291533000698,HUME R-VIII,2915330,HUME,64752,HUME,64752,Yes participating without using any Provision or the CEO,61,7,31
MO,HUME HIGH,291533000699,HUME R-VIII,2915330,HUME,64752,HUME,64752,Yes participating without using any Provision or the CEO,51,5,24
NV,Hummel John R ES,320006000580,Clark County,3200060,Las Vegas,89183,Las Vegas,89183,Yes under Community Eligibility Option (CEO),629,378,629
NE,HUMPHREY ELEMENTARY SCHOOL,317215001093,HUMPHREY PUBLIC SCHOOLS,3172150,HUMPHREY,68642,HUMPHREY,68642,Yes participating without using any Provision or the CEO,174,,7
NE,HUMPHREY JR-SR HIGH SCHOOL,317215001094,HUMPHREY PUBLIC SCHOOLS,3172150,HUMPHREY,68642,HUMPHREY,68642,Yes participating without using any Provision or the CEO,133,,25
NV,HUNTER LAKE ELEMENTARY,320048000223,Washoe County,3200480,RENO,89509,RENO,89509,Yes under Community Eligibility Option (CEO),308,110,307
NE,HUNTINGTON ELEMENTARY SCHOOL,317284001155,LINCOLN PUBLIC SCHOOLS,3172840,LINCOLN,68504,LINCOLN,68504,Yes under Community Eligibility Option (CEO),358,355,
MT,Huntley Project 7-8,301470000887,Huntley Project K-12 Schools,3014700,Worden,59088,Worden,59088,Yes participating without using any Provision or the CEO,128,,59
MT,Huntley Project Elem K-6,301470000450,Huntley Project K-12 Schools,3014700,Worden,59088,Worden,59088,Yes participating without using any Provision or the CEO,427,,216
MT,Huntley Project High Schl,301470000452,Huntley Project K-12 Schools,3014700,Worden,59088,Worden,59088,Yes participating without using any Provision or the CEO,218,,83
MO,HURLEY ELEM.,291539000700,HURLEY R-I,2915390,HURLEY,65675,HURLEY,65675,Yes participating without using any Provision or the CEO,128,28,75
MO,HURLEY HIGH,291539000701,HURLEY R-I,2915390,HURLEY,65675,HURLEY,65675,Yes participating without using any Provision or the CEO,88,22,61
MO,HURRICANE DECK ELEMENTARY,290699000172,CAMDENTON R-III,2906990,SUNRISE BEACH,65079,SUNRISE BEACH,65079,Yes participating without using any Provision or the CEO,155,42,97
MT,Hyalite Elementary,300456001096,Bozeman Elem,3004560,Bozeman,59718,Bozeman,59771,Yes participating without using any Provision or the CEO,553,,67
NE,HYANNIS ELEMENTARY SCHOOL,317221000216,HYANNIS AREA SCHOOLS,3172210,HYANNIS,69350,HYANNIS,69350,Yes participating without using any Provision or the CEO,82,,34
NE,HYANNIS HIGH SCHOOL,317221001096,HYANNIS AREA SCHOOLS,3172210,HYANNIS,69350,HYANNIS,69350,Yes participating without using any Provision or the CEO,58,,24
MO,HYDE ELEM.,292706001659,ST. JOSEPH,2927060,ST JOSEPH,64504,ST JOSEPH,64504,Yes under Community Eligibility Option (CEO),355,125,355
NV,Hyde Park MS,320006000047,Clark County,3200060,Las Vegas,89107,Las Vegas,89107,Yes under Community Eligibility Option (CEO),1339,567,1339
MT,Hysham 7-8,301476001070,Hysham K-12 Schools,3014760,Hysham,59038,Hysham,59038,Yes participating without using any Provision or the CEO,12,,7
MT,Hysham High School,301476000454,Hysham K-12 Schools,3014760,Hysham,59038,Hysham,59038,Yes participating without using any Provision or the CEO,14,,5
MT,Hysham School,301476000453,Hysham K-12 Schools,3014760,Hysham,59038,Hysham,59038,Yes participating without using any Provision or the CEO,59,,21
NH,Iber Holmes Gove Middle School,330588000521,Raymond School District,3305880,Raymond,03077,Raymond,03077,Yes participating without using any Provision or the CEO,421,,113
MO,IBERIA ELEM.,291542000702,IBERIA R-V,2915420,IBERIA,65486,IBERIA,65486,Yes participating without using any Provision or the CEO,365,58,164
MO,IBERIA HIGH,291542000703,IBERIA R-V,2915420,IBERIA,65486,IBERIA,65486,Yes participating without using any Provision or the CEO,308,25,117
MO,IDA CANNON MIDDLE,291140001990,ELSBERRY R-II,2911400,ELSBERRY,63343,ELSBERRY,63343,Yes participating without using any Provision or the CEO,280,34,88
NH,Idlehurst Elementary School,330624000732,Somersworth School District,3306240,Somersworth,03878,Somersworth,03878,Yes participating without using any Provision or the CEO,329,,133
NV,Imagine School Mountain View,320000100821,State Sponsored Charter Schools,3200001,Las Vegas,89149,Las Vegas,89149,Yes participating without using any Provision or the CEO,674,244,314
NV,Imlay Elementary School,320042000196,Pershing,3200420,Imlay,89418,Imlay,89418,Yes participating without using any Provision or the CEO,15,3,5
NV,INCLINE ELEMENTARY,320048000224,Washoe County,3200480,INCLINE VILLAGE,89451,INCLINE VILLAGE,89451,Yes participating without using any Provision or the CEO,242,80,84
NV,INCLINE HIGH SCHOOL,320048000225,Washoe County,3200480,INCLINE VILLAGE,89451,INCLINE VILLAGE,89451,Yes participating without using any Provision or the CEO,302,46,47
NV,INCLINE MIDDLE SCHOOL,320048000318,Washoe County,3200480,INCLINE VILLAGE,89451,INCLINE VILLAGE,89451,Yes participating without using any Provision or the CEO,124,30,32
MO,INDEPENDENCE ACADEMY,291548001707,INDEPENDENCE 30,2915480,INDEPENDENCE,64050,INDEPENDENCE,64050,No,0,,
MO,INDEPENDENCE ELEM.,292895002761,FRANCIS HOWELL R-III,2928950,ST CHARLES,63304,ST CHARLES,63304,Yes participating without using any Provision or the CEO,739,41,86
NV,Independence High School,320002300808,Correctional School District,3200023,Elko,89801,Elko,89801,No,46,,
NV,Independence Valley Elementary School,320012000131,Elko,3200120,Elko,89801,Tuscarora,89834,No,8,,
MT,Independent School,301482000455,Independent Elem,3014820,Billings,59105,Billings,59105,Yes participating without using any Provision or the CEO,299,,84
NE,INDEPENDENT STUDY PROGRAM,317482002259,OMAHA PUBLIC SCHOOLS,3174820,OMAHA,68131,OMAHA,68131,No,0,,
MO,INDIAN CREEK ELEM.,290825000226,CENTER 58,2908250,KANSAS CITY,64114,KANSAS CITY,64114,Yes under Community Eligibility Option (CEO),292,128,292
NE,INDIAN HILL ELEMENTARY SCHOOL,317482001388,OMAHA PUBLIC SCHOOLS,3174820,OMAHA,68107,OMAHA,68107,Yes under Community Eligibility Option (CEO),529,526,
NH,Indian River School,330468000498,Mascoma Valley Regional School District,3304680,Canaan,03741,Canaan,03741,Yes participating without using any Provision or the CEO,294,,75
NV,Indian Springs ES,320006000577,Clark County,3200060,Indian Springs,89018,Indian Springs,89018,Yes under Community Eligibility Option (CEO),157,61,157
NV,Indian Springs HS,320006000686,Clark County,3200060,Indian Springs,89018,Indian Springs,89018,Yes under Community Eligibility Option (CEO),123,42,123
NV,Indian Springs MS,320006000699,Clark County,3200060,Indian Springs,89018,Indian Springs,89018,Yes under Community Eligibility Option (CEO),82,33,82
MO,INDIAN TRAILS ELEM.,291229003103,FORT OSAGE R-I,2912290,INDEPENDENCE,64056,INDEPENDENCE,64056,Yes participating without using any Provision or the CEO,357,131,186
NE,INDRA HOUSE,310001602317,GRAND ISLAND PUBLIC SCHOOLS,3100016,GRAND ISLAND,68803,GRAND ISLAND,68803,No,0,,
NE,INFANT TODDLER AT BRYAN COMMUNITY SCHOOL,317284002226,LINCOLN PUBLIC SCHOOLS,3172840,LINCOLN,68510,LINCOLN,68510,Yes participating without using any Provision or the CEO,8,,
NE,INFANT TODDLER AT LINCOLN HIGH SCHOOL,317284002222,LINCOLN PUBLIC SCHOOLS,3172840,LINCOLN,68510,LINCOLN,68510,Yes participating without using any Provision or the CEO,7,,
NE,INFANT TODDLER AT LINCOLN NORTHEAST HIGH SCHOOL,317284002224,LINCOLN PUBLIC SCHOOLS,3172840,LINCOLN,68507,LINCOLN,68507,Yes participating without using any Provision or the CEO,2,,
MO,INGELS ELEMENTARY,291434000655,HICKMAN MILLS C-1,2914340,KANSAS CITY,64134,KANSAS CITY,64134,Yes under Community Eligibility Option (CEO),255,119,255
NV,INNOVATIONS HIGH SCHOOL,320048000869,Washoe County,3200480,Reno,89503,Reno,89503,Yes under Community Eligibility Option (CEO),122,60,122
NV,Innovations Int'l Charter ES,320006000717,Clark County,3200060,Las Vegas,89104,Las Vegas,89104,Yes under Community Eligibility Option (CEO),373,265,373
NV,Innovations Int'l Charter J-SHS,320006000749,Clark County,3200060,Las Vegas,89104,Las Vegas,89104,Yes under Community Eligibility Option (CEO),302,191,302
NE,INTEGRATED LEARNING PROGRAM AT SARATOGA,317482002391,OMAHA PUBLIC SCHOOLS,3174820,OMAHA,68111,OMAHA,68111,No,0,,
NH,Inter-Lakes Elementary School,330396000734,Inter-Lakes Cooperative School District,3303960,Meredith,03253,Meredith,03253,Yes participating without using any Provision or the CEO,421,,134
NH,Inter-Lakes High School,330396000185,Inter-Lakes Cooperative School District,3303960,Meredith,03253,Meredith,03253,Yes participating without using any Provision or the CEO,286,,59
NH,Inter-Lakes Middle School,330396000731,Inter-Lakes Cooperative School District,3303960,Meredith,03253,Meredith,03253,Yes participating without using any Provision or the CEO,148,,34
MO,INTERMEDIATE SCH.,290543000095,NORTH ST. FRANCOIS CO. R-I,2905430,DESLOGE,63601,DESLOGE,63601,Yes participating without using any Provision or the CEO,354,105,162
NE,INTERMEDIATE SCHOOL AT JR/SR HIGH SCHOOL,310495002262,RAYMOND CENTRAL PUBLIC SCHOOLS,3104950,RAYMOND,68428,RAYMOND,68428,Yes participating without using any Provision or the CEO,51,,5
MT,Irle Elementary School,301242000340,Glasgow K-12 Schools,3012420,Glasgow,59230,Glasgow,59230,Yes participating without using any Provision or the CEO,375,,189
MO,IRVING ELEMENTARY,291635003240,JOPLIN SCHOOLS,2916350,JOPLIN,64802,JOPLIN,64802,Yes participating without using any Provision or the CEO,441,126,281
NE,IRVING MIDDLE SCHOOL,317284001156,LINCOLN PUBLIC SCHOOLS,3172840,LINCOLN,68502,LINCOLN,68502,Yes participating without using any Provision or the CEO,828,,364
MT,Irving School,300456000108,Bozeman Elem,3004560,Bozeman,59715,Bozeman,59771,Yes participating without using any Provision or the CEO,184,,32
NE,ISANTI ELEMENTARY SCHOOL,317640001571,ISANTI COMMUNITY SCHOOL,3176400,NIOBRARA,68760,NIOBRARA,68760,Yes under Community Eligibility Option (CEO),134,131,
NE,ISANTI HIGH SCHOOL,317640001572,ISANTI COMMUNITY SCHOOL,3176400,NIOBRARA,68760,NIOBRARA,68760,Yes under Community Eligibility Option (CEO),54,51,
NE,ISANTI MIDDLE SCHOOL,317640002428,ISANTI COMMUNITY SCHOOL,3176400,NIOBRARA,68760,NIOBRARA,68760,Yes under Community Eligibility Option (CEO),41,38,
MO,IVELAND ELEM.,292664001568,RITENOUR,2926640,ST LOUIS,63114,ST LOUIS,63114,Yes under Community Eligibility Option (CEO),414,170,414
NV,Iverson Mervin ES,320006000551,Clark County,3200060,Las Vegas,89142,Las Vegas,89142,Yes under Community Eligibility Option (CEO),563,320,563
NV,J G Johnson Elementary School,320036000351,Nye,3200360,Pahrump,89048,Pahrump,89048,Yes under Community Eligibility Option (CEO),527,380,527
NE,J P LORD PROGRAM,317482001401,OMAHA PUBLIC SCHOOLS,3174820,OMAHA,68105,OMAHA,68105,Yes under Community Eligibility Option (CEO),0,,
NE,J STERLING MORTON ELEM SCHOOL,317374001249,MILLARD PUBLIC SCHOOLS,3173740,OMAHA,68130,OMAHA,68130,Yes participating without using any Provision or the CEO,383,,104
NV,Jackpot Elementary School,320012000132,Elko,3200120,Jackpot,89825,Jackpot,89825,Yes participating without using any Provision or the CEO,74,32,55
NV,Jackpot High School,320012000579,Elko,3200120,Jackpot,89825,Jackpot,89825,Yes participating without using any Provision or the CEO,46,12,31
NV,Jackpot Jr High School,320012000692,Elko,3200120,Jackpot,89825,Jackpot,89825,Yes participating without using any Provision or the CEO,14,5,11
NV,Jacks Valley Elementary School,320009000307,Douglas,3200090,Carson City,89705,Carson City,89705,Yes participating without using any Provision or the CEO,330,122,137
NE,JACKSON ELEMENTARY,317577001097,PONCA PUBLIC SCHOOLS,3175770,JACKSON,68743,JACKSON,68743,Yes participating without using any Provision or the CEO,120,,28
NE,JACKSON ELEMENTARY SCHOOL,317482001897,OMAHA PUBLIC SCHOOLS,3174820,OMAHA,68105,OMAHA,68105,Yes under Community Eligibility Option (CEO),267,264,
NH,Jackson Grammar School,330399000187,Jackson School District,3303990,Jackson,03846,Jackson,03846,Yes participating without using any Provision or the CEO,38,,6
MO,JACKSON MIDDLE,291560001428,JACKSON R-II,2915600,JACKSON,63755,JACKSON,63755,Yes participating without using any Provision or the CEO,852,134,344
MO,JACKSON PARK ELEM.,293066002109,UNIVERSITY CITY,2930660,UNIVERSITY CITY,63130,UNIVERSITY CITY,63130,Yes under Community Eligibility Option (CEO),263,114,263
MT,Jackson School,301506000459,Jackson Elem,3015060,Jackson,59736,Jackson,59736,No,2,,
MO,JACKSON SR. HIGH,291560000738,JACKSON R-II,2915600,JACKSON,63755,JACKSON,63755,Yes participating without using any Provision or the CEO,1848,205,634
NV,Jacobsen High School,320009000348,Douglas,3200090,Gardnerville,89410,Gardnerville,89410,No,22,,
