st,sch_name,ncessch,lea_name,leaid,lcity,lzip,mcity,mzip,national_school_lunch_program,total_students,nslp_direct_certification,frl_eligible
IL,Lozano Elem Bilingual & Intl Ctr,170993000901,Chicago Public Schools Dist 299,1709930,Chicago,60642,Chicago,60642,Yes under Community Eligibility Option (CEO),246,,186
ID,LPOSD HOME SCHOOL ACADEMY,160000201086,LAKE PEND OREILLE SCHOOL DISTRICT,1600002,SANDPOINT,83864,SANDPOINT,83864,No,42,,
HI,Lt Col Horrace Meek Hickam Elementary School,150003000170,Hawaii Department of Education,1500030,Honolulu,96818,Honolulu,96818,Yes participating without using any Provision or the CEO,541,6,29
IN,Luce Elementary School,181056001731,South Spencer County Sch Corp,1810560,Richland,47634,Richland,47634,Yes under Community Eligibility Option (CEO),182,53,68
IL,Ludlow Elementary School,172370002590,Ludlow CCSD 142,1723700,Ludlow,60949,Ludlow,60949,Yes under Community Eligibility Option (CEO),48,,40
IL,Ludwig Elem School,172373004931,Will County SD 92,1723730,Lockport,60441,Lockport,60441,Yes participating without using any Provision or the CEO,316,,95
GA,Luella Elementary School,130282003408,Henry County,1302820,Locust Grove,30248,Locust Grove,30248,Yes participating without using any Provision or the CEO,652,218,488
GA,Luella High School,130282002916,Henry County,1302820,Locust Grove,30248,Locust Grove,30248,Yes participating without using any Provision or the CEO,1353,327,846
GA,Luella Middle School,130282002393,Henry County,1302820,Locust Grove,30248,Locust Grove,30248,Yes participating without using any Provision or the CEO,851,265,610
GA,Lula Elementary School,130261001172,Hall County,1302610,Lula,30554,Lula,30554,Yes participating without using any Provision or the CEO,390,101,279
GA,Lumpkin County High School,130342002505,Lumpkin County,1303420,Dahlonega,30533,Dahlonega,30533,Yes participating without using any Provision or the CEO,1158,160,560
GA,Lumpkin County Middle School,130342001319,Lumpkin County,1303420,Dahlonega,30533,Dahlonega,30533,Yes participating without using any Provision or the CEO,891,180,503
IL,Lundahl Middle School,171135001360,Crystal Lake CCSD 47,1711350,Crystal Lake,60014,Crystal Lake,60014,Yes participating without using any Provision or the CEO,794,,294
IL,Luther Burbank Elem School,173681003790,Burbank SD 111,1736810,Burbank,60459,Burbank,60459,Yes under Community Eligibility Option (CEO),459,,8
IL,Luther J Schilling School,171950004518,Homer CCSD 33C,1719500,Homer Glen,60491,Homer Glen,60491,No,604,,
IL,LWASE-Self-K-8,170009706669,Lincoln-Way Area Spec Ed JA Dist,1700097,Frankfort,60423,Frankfort,60423,No,,,
IN,Lydia Middleton Elementary School,180612001089,Madison Consolidated Schools,1806120,Madison,47250,Madison,47250,Yes participating without using any Provision or the CEO,328,144,147
GA,Lyerly Elementary School,130108000417,Chattooga County,1301080,Lyerly,30730,Lyerly,30730,Yes participating without using any Provision or the CEO,346,150,285
IL,Lyle School,172100002382,Kewanee CUSD 229,1721000,Kewanee,61443,Kewanee,61443,Yes under Community Eligibility Option (CEO),198,,152
GA,Lyman Hall Elementary School,130261001166,Hall County,1302610,Gainesville,30504,Gainesville,30504,Yes participating without using any Provision or the CEO,712,239,693
GA,Lyman Hall Elementary School,130330001911,Liberty County,1303300,Hinesville,31313,Hinesville,31313,Yes participating without using any Provision or the CEO,597,260,524
IN,Lynhurst 7th & 8th Grade Center,181281002039,MSD Wayne Township,1812810,Indianapolis,46241,Indianapolis,46241,Yes under Community Eligibility Option (CEO),1134,1011,872
IL,Lynn G Haskin Elementary School,173537003691,Sandwich CUSD 430,1735370,Sandwich,60548,Sandwich,60548,Yes participating without using any Provision or the CEO,232,,114
IL,Lynne Thigpen Elem School,172058005731,Joliet PSD 86,1720580,Joliet,60436,Joliet,60436,Yes under Community Eligibility Option (CEO),627,,599
IN,Lynnville Elementary School,181239001983,Warrick County School Corp,1812390,Lynnville,47619,Lynnville,47619,Yes participating without using any Provision or the CEO,209,78,
IN,Lynwood Elementary,180264001065,MSD Decatur Township,1802640,Indianapolis,46241,Indianapolis,46241,Yes participating without using any Provision or the CEO,673,670,510
IL,Lyon Elem School,171692002001,Glenview CCSD 34,1716920,Glenview,60025,Glenview,60025,Yes participating without using any Provision or the CEO,471,,100
IL,Lyon Elem School,170993000934,Chicago Public Schools Dist 299,1709930,Chicago,60634,Chicago,60634,Yes under Community Eligibility Option (CEO),980,,856
IL,Lyon Magnet Elementary School,174125004135,Waukegan CUSD 60,1741250,Waukegan,60085,Waukegan,60085,Yes under Community Eligibility Option (CEO),471,,354
GA,Lyons Primary School,130504002994,Toombs County,1305040,Lyons,30436,Lyons,30436,Yes under Community Eligibility Option (CEO),574,224,574
IL,Lyons Twp High Sch,172388002601,Lyons Twp HSD 204,1723880,La Grange,60525,La Grange,60525,No,3767,,
GA,Lyons Upper Elementary,130504002995,Toombs County,1305040,Lyons,30436,Lyons,30436,Yes under Community Eligibility Option (CEO),442,225,442
IL,M J Cunningham Elem Sch,172058002325,Joliet PSD 86,1720580,Joliet,60435,Joliet,60435,Yes under Community Eligibility Option (CEO),491,,468
IL,M L King Jr Elem School,173996004012,Urbana SD 116,1739960,Urbana,61801,Urbana,61801,Yes under Community Eligibility Option (CEO),307,,269
GA,M. A. Jones Elementary School,130012000085,Atlanta Public Schools,1300120,Atlanta,30314,Atlanta,30314,Yes under Community Eligibility Option (CEO),481,207,481
GA,M. D. Roberts Middle School,130123002304,Clayton County,1301230,Jonesboro,30236,Jonesboro,30236,Yes under Community Eligibility Option (CEO),834,407,547
IN,Mabel K Holland Elementary School,180363000543,Fort Wayne Community Schools,1803630,Fort Wayne,46825,Fort Wayne,46825,Yes under Community Eligibility Option (CEO),514,375,317
IL,Mabel O Donnell Elem School,170468000151,Aurora East USD 131,1704680,Aurora,60505,Aurora,60505,Yes under Community Eligibility Option (CEO),368,,258
IL,Mable Woolsey Elem School,172139002408,Knoxville CUSD 202,1721390,Knoxville,61448,Knoxville,61448,Yes under Community Eligibility Option (CEO),392,,208
GA,Mableton Elementary School,130129000551,Cobb County,1301290,Mableton,30126,Mableton,30126,Yes participating without using any Provision or the CEO,910,262,813
GA,Mabry Middle School,130129000512,Cobb County,1301290,Marietta,30066,Marietta,30066,Yes participating without using any Provision or the CEO,918,19,141
IL,MacArthur Early Childhood Center,172392002609,Macomb CUSD 185,1723920,Macomb,61455,Macomb,61455,No,137,,
IL,MacArthur High School,171185001411,Decatur SD 61,1711850,Decatur,62523,Decatur,62523,Yes under Community Eligibility Option (CEO),1042,,578
IL,MacArthur Intrntl Spanish Acad,173474003649,Schaumburg CCSD 54,1734740,Hoffman Estates,60169,Hoffman Estates,60169,No,441,,
IL,MacArthur Middle School,170600000279,Berkeley SD 87,1706000,Berkeley,60163,Berkeley,60163,Yes under Community Eligibility Option (CEO),374,,287
IL,MacArthur Middle School,173285003405,Prospect Heights SD 23,1732850,Prospect Heights,60070,Prospect Heights,60070,Yes participating without using any Provision or the CEO,465,,112
IL,MacArthur MS-D/HH MS Program,170003206216,NW Suburban Spec Educ Org,1700032,Prospect Heights,60070,Prospect Heights,60070,No,,,
IL,MacArthur/ECHO Elem,174396506888,Exc Children Have Opportunities,1743965,South Holland,60473,South Holland,60473,Yes under Community Eligibility Option (CEO),,,
GA,Macedonia Elementary School,130111000431,Cherokee County,1301110,Canton,30115,Canton,30115,Yes participating without using any Provision or the CEO,734,74,132
IL,Machesney Elem School,171824005530,Harlem UD 122,1718240,Machesney Park,61115,Machesney Park,61115,Yes under Community Eligibility Option (CEO),307,,208
GA,MacIntyre Park Middle School,130495001679,Thomasville City,1304950,Thomasville,31792,Thomasville,31792,Yes under Community Eligibility Option (CEO),541,208,411
ID,MACKAY ELEMENTARY SCHOOL,160190000331,MACKAY JOINT DISTRICT,1601900,MACKAY,83251,MACKAY,83251,Yes participating without using any Provision or the CEO,111,11,42
ID,MACKAY JR/SR HIGH SCHOOL,160190000332,MACKAY JOINT DISTRICT,1601900,MACKAY,83251,MACKAY,83251,Yes participating without using any Provision or the CEO,102,11,33
IL,Mackeben Elementary School,171983005733,Huntley Comm Sch Dist 158,1719830,Algonquin,60102,Algonquin,60102,Yes participating without using any Provision or the CEO,529,,113
IL,Macomb Middle School,172392001701,Macomb CUSD 185,1723920,Macomb,61455,Macomb,61455,Yes under Community Eligibility Option (CEO),463,,235
IL,Macomb Senior High School,172392002611,Macomb CUSD 185,1723920,Macomb,61455,Macomb,61455,Yes participating without using any Provision or the CEO,622,,299
GA,Macon County Elementary School,130345002218,Macon County,1303450,Oglethorpe,31068,Oglethorpe,31068,Yes under Community Eligibility Option (CEO),535,308,535
GA,Macon County High School,130345001322,Macon County,1303450,Montezuma,31063,Montezuma,31063,Yes under Community Eligibility Option (CEO),324,98,262
GA,Macon County Middle School,130345001329,Macon County,1303450,Montezuma,31063,Montezuma,31063,Yes under Community Eligibility Option (CEO),240,128,240
GA,Macon Regional Youth Detention Center,130002603509,Department of Juvenile Justice,1300026,Macon,31217,Macon,31217,Yes participating without using any Provision or the CEO,16,13,13
GA,Macon Youth Development Campus,130002603490,Department of Juvenile Justice,1300026,Macon,31217,Macon,31217,Yes participating without using any Provision or the CEO,19,16,16
IN,Maconaquah Elementary School,180609001077,Maconaquah School Corp,1806090,Bunker Hill,46914,Bunker Hill,46914,Yes participating without using any Provision or the CEO,585,353,389
IN,Maconaquah High School,180609001078,Maconaquah School Corp,1806090,Bunker Hill,46914,Bunker Hill,46914,Yes participating without using any Provision or the CEO,604,317,287
IN,Maconaquah Middle School,180609001079,Maconaquah School Corp,1806090,Bunker Hill,46914,Bunker Hill,46914,Yes participating without using any Provision or the CEO,386,228,241
IL,Maddock Elementary School,173681003788,Burbank SD 111,1736810,Burbank,60459,Burbank,60459,Yes under Community Eligibility Option (CEO),285,,5
IL,Madero Middle School,170993004915,Chicago Public Schools Dist 299,1709930,Chicago,60623,Chicago,60623,Yes under Community Eligibility Option (CEO),250,,231
IL,Mades-Johnstone Center,170005404841,Mid-Valley Special Ed Coop,1700054,St Charles,60174,St Charles,60174,No,,,
IL,Mades-Johnstone RSSP,170019106185,Kane ROE,1700191,St Charles,60174,St Charles,60174,No,0,,
IL,Madison Co Detention Center,171353006625,Edwardsville CUSD 7,1713530,Edwardsville,62025,Edwardsville,62025,No,0,,
IN,Madison Consolidated High School,180612001090,Madison Consolidated Schools,1806120,Madison,47250,Madison,47250,Yes participating without using any Provision or the CEO,761,427,336
IN,Madison Consolidated Jr High Sch,180612001091,Madison Consolidated Schools,1806120,Madison,47250,Madison,47250,Yes participating without using any Provision or the CEO,688,345,356
GA,Madison County High School,130348001333,Madison County,1303480,Danielsville,30633,Danielsville,30633,Yes participating without using any Provision or the CEO,1486,348,917
GA,Madison County Middle School,130348001332,Madison County,1303480,Comer,30629,Danielsville,30633,Yes participating without using any Provision or the CEO,1161,298,759
ID,MADISON EARLY CHILDHOOD CENTER,160192001176,MADISON DISTRICT,1601920,REXBURG,83440,REXBURG,83440,No,0,,
ID,MADISON EARLY CHILDHOOD SCHOOL,160036000064,BOISE INDEPENDENT DISTRICT,1600360,BOISE,83702,BOISE,83702,No,32,,
IL,Madison Elem School,171929002216,Hinsdale CCSD 181,1719290,Hinsdale,60521,Hinsdale,60521,No,359,,
IL,Madison Elem School,173648003761,Skokie SD 69,1736480,Skokie,60077,Skokie,60077,Yes under Community Eligibility Option (CEO),586,,346
IL,Madison Elem School,170993000935,Chicago Public Schools Dist 299,1709930,Chicago,60619,Chicago,60619,Yes under Community Eligibility Option (CEO),212,,207
IL,Madison Elem School,174218004217,CUSD 200,1742180,Wheaton,60189,Wheaton,60189,Yes participating without using any Provision or the CEO,356,,85
IN,Madison Elementary School,181242001995,Warsaw Community Schools,1812420,Warsaw,46582,Warsaw,46582,Yes participating without using any Provision or the CEO,435,185,217
IL,Madison Elementary School,172346000107,Lombard SD 44,1723460,Lombard,60148,Lombard,60148,Yes participating without using any Provision or the CEO,484,,222
IN,Madison Elementary School,180876001447,Penn-Harris-Madison School Corp,1808760,Wakarusa,46573,Wakarusa,46573,Yes participating without using any Provision or the CEO,132,49,54
IL,Madison Jr High School,172771002935,Naperville CUSD 203,1727710,Naperville,60565,Naperville,60565,Yes participating without using any Provision or the CEO,558,,95
IL,Madison Jr High School,172397006234,Madison CUSD 12,1723970,Madison,62060,Madison,62060,Yes under Community Eligibility Option (CEO),116,,114
ID,MADISON JUNIOR HIGH SCHOOL,160192000340,MADISON DISTRICT,1601920,REXBURG,83440,REXBURG,83440,Yes participating without using any Provision or the CEO,1256,3,394
ID,MADISON MIDDLE SCHOOL,160192000210,MADISON DISTRICT,1601920,REXBURG,83440,REXBURG,83440,Yes participating without using any Provision or the CEO,835,,307
ID,MADISON ONLINE ELEMENTARY,160192001145,MADISON DISTRICT,1601920,REXBURG,83440,REXBURG,83440,No,2,,
IL,Madison Park Elem School,172325002561,Litchfield CUSD 12,1723250,Litchfield,62056,Litchfield,62056,Yes under Community Eligibility Option (CEO),196,,130
IN,Madison S.T.E.A.M. Academy,181029001658,South Bend Community School Corp,1810290,South Bend,46601,South Bend,46601,Yes under Community Eligibility Option (CEO),565,516,539
IL,Madison School,173675003782,South Holland SD 151,1736750,South Holland,60473,South Holland,60473,Yes under Community Eligibility Option (CEO),297,,292
IL,Madison School,171233001483,Dixon USD 170,1712330,Dixon,61021,Dixon,61021,Yes participating without using any Provision or the CEO,364,,221
IL,Madison Senior High School,172397002622,Madison CUSD 12,1723970,Madison,62060,Madison,62060,Yes under Community Eligibility Option (CEO),139,,139
ID,MADISON SENIOR HIGH SCHOOL,160192000341,MADISON DISTRICT,1601920,REXBURG,83440,REXBURG,83440,Yes participating without using any Provision or the CEO,1320,,311
IL,Madison Student Support Center,172397005633,Madison CUSD 12,1723970,Madison,62060,Madison,62060,Yes under Community Eligibility Option (CEO),0,,
IN,Madison-Grant Jr./Sr. High School,180624001097,Madison-Grant United School Corp,1806240,Fairmount,46928,Fairmount,46928,Yes participating without using any Provision or the CEO,504,255,240
GA,Madras Middle School,130150002252,Coweta County,1301500,Newnan,30263,Newnan,30263,Yes participating without using any Provision or the CEO,723,102,271
IL,Mae Jemison School,172472004254,Prairie-Hills ESD 144,1724720,Hazel Crest,60429,Hazel Crest,60429,Yes under Community Eligibility Option (CEO),359,,331
HI,Maemae Elementary School,150003000196,Hawaii Department of Education,1500030,Honolulu,96817,Honolulu,96817,Yes participating without using any Provision or the CEO,664,61,156
IL,Maercker Elem School,172400002624,Maercker SD 60,1724000,Westmont,60559,Westmont,60559,Yes participating without using any Provision or the CEO,461,,201
IL,Magee Middle School,173499005995,Round Lake CUSD 116,1734990,Round Lake,60073,Round Lake,60073,Yes under Community Eligibility Option (CEO),638,,575
ID,MAGIC VALLEY HIGH SCHOOL,160324000703,TWIN FALLS DISTRICT,1603240,TWIN FALLS,83301,TWIN FALLS,83301,Yes under Community Eligibility Option (CEO),153,45,89
GA,Magill Elementary School,130255001635,Gwinnett County,1302550,Loganville,30052,Loganville,30052,Yes participating without using any Provision or the CEO,1312,418,1048
IL,Mahomet-Seymour High School,172406002627,Mahomet-Seymour CUSD 3,1724060,Mahomet,61853,Mahomet,61853,Yes participating without using any Provision or the CEO,1014,,228
IL,Mahomet-Seymour Jr High School,172406002628,Mahomet-Seymour CUSD 3,1724060,Mahomet,61853,Mahomet,61853,Yes participating without using any Provision or the CEO,790,,180
HI,Maili Elementary School,150003000125,Hawaii Department of Education,1500030,Waianae,96792,Waianae,96792,Yes under Community Eligibility Option (CEO),605,279,378
GA,Main Elementary School,130444004356,Rome City,1304440,Rome,30161,Rome,30161,Yes under Community Eligibility Option (CEO),437,227,431
GA,Main Street Charter Academy,130228003990,Fulton County,1302280,College Park,30337,College Park,30337,Yes participating without using any Provision or the CEO,831,11,563
IL,Main Street Elementary School,173609003738,Shelbyville CUSD 4,1736090,Shelbyville,62565,Shelbyville,62565,Yes participating without using any Provision or the CEO,375,,180
IL,Maine East High School,172409005030,Maine Township HSD 207,1724090,Park Ridge,60068,Park Ridge,60068,No,1834,,
IL,Maine South High School,172409005031,Maine Township HSD 207,1724090,Park Ridge,60068,Park Ridge,60068,No,2491,,
IL,Maine West High School,172409005032,Maine Township HSD 207,1724090,Des Plaines,60018,Des Plaines,60018,No,1886,,
HI,Major General William R Shafter Elementary School,150003000146,Hawaii Department of Education,1500030,Honolulu,96819,Honolulu,96819,Yes participating without using any Provision or the CEO,390,5,114
HI,Major Sheldon Wheeler Elementary School,150003000138,Hawaii Department of Education,1500030,Wahiawa,96786,Wahiawa,96786,Yes participating without using any Provision or the CEO,628,21,246
HI,Major Sheldon Wheeler Middle School,150003000137,Hawaii Department of Education,1500030,Wahiawa,96786,Wahiawa,96786,Yes participating without using any Provision or the CEO,697,14,262
HI,Makaha Elementary School,150003000124,Hawaii Department of Education,1500030,Waianae,96792,Waianae,96792,Yes under Community Eligibility Option (CEO),403,233,335
HI,Makakilo Elementary School,150003000123,Hawaii Department of Education,1500030,Kapolei,96707,Kapolei,96707,Yes participating without using any Provision or the CEO,453,111,217
HI,Makalapa Elementary School,150003000107,Hawaii Department of Education,1500030,Honolulu,96818,Honolulu,96818,Yes participating without using any Provision or the CEO,592,43,272
HI,Makawao Elementary School,150003000072,Hawaii Department of Education,1500030,Makawao,96768,Makawao,96768,Yes participating without using any Provision or the CEO,483,137,263
ID,MALAD ELEMENTARY SCHOOL,160249000432,ONEIDA COUNTY DISTRICT,1602490,MALAD CITY,83252,MALAD CITY,83252,Yes participating without using any Provision or the CEO,411,42,181
ID,MALAD MIDDLE SCHOOL,160249000629,ONEIDA COUNTY DISTRICT,1602490,MALAD CITY,83252,MALAD CITY,83252,Yes participating without using any Provision or the CEO,213,21,83
ID,MALAD SENIOR HIGH SCHOOL,160249000433,ONEIDA COUNTY DISTRICT,1602490,MALAD CITY,83252,MALAD CITY,83252,Yes participating without using any Provision or the CEO,308,20,75
HI,Malama Honua Charter School,150003000299,Hawaii Department of Education,1500030,Waimanalo,96795,Waimanalo,96795,Yes participating without using any Provision or the CEO,166,41,76
GA,Malcom Bridge Elementary School,130396001765,Oconee County,1303960,Bogart,30622,Bogart,30622,Yes participating without using any Provision or the CEO,589,52,184
GA,Malcom Bridge Middle School,130396002225,Oconee County,1303960,Bogart,30622,Bogart,30622,Yes participating without using any Provision or the CEO,573,20,111
IL,Malden Grade School,172412002635,Malden CCSD 84,1724120,Malden,61337,Malden,61337,Yes under Community Eligibility Option (CEO),86,,45
IL,Malta Elementary School,171200004019,DeKalb CUSD 428,1712000,Malta,60150,Malta,60150,Yes under Community Eligibility Option (CEO),287,,196
GA,Mamie Lou Gross Elementary School,130078002355,Camden County,1300780,Woodbine,31569,Woodbine,31569,Yes participating without using any Provision or the CEO,463,140,328
HI,Manana Elementary School,150003000122,Hawaii Department of Education,1500030,Pearl City,96782,Pearl City,96782,Yes participating without using any Provision or the CEO,275,61,106
IL,Manchester Elem School,172870003012,North Boone CUSD 200,1728700,Poplar Grove,61065,Poplar Grove,61065,Yes participating without using any Provision or the CEO,139,,69
IN,Manchester Elementary School,180627001101,Manchester Community Schools,1806270,N Manchester,46962,N Manchester,46962,Yes participating without using any Provision or the CEO,447,232,245
IN,Manchester Elementary School,180024000054,South Dearborn Community Sch Corp,1800240,Aurora,47001,Aurora,47001,Yes participating without using any Provision or the CEO,141,70,61
GA,Manchester High School,130363001362,Meriwether County,1303630,Manchester,31816,Manchester,31816,Yes under Community Eligibility Option (CEO),430,129,289
IN,Manchester Intermediate School,180627001102,Manchester Community Schools,1806270,Laketon,46943,Laketon,46943,Yes participating without using any Provision or the CEO,298,135,150
IN,Manchester Jr-Sr High School,180627001103,Manchester Community Schools,1806270,N Manchester,46962,N Manchester,46962,Yes participating without using any Provision or the CEO,666,318,322
GA,Manchester Middle School,130363001361,Meriwether County,1303630,Manchester,31816,Manchester,31816,Yes under Community Eligibility Option (CEO),307,143,304
IL,Manhattan Jr High School,172427001557,Manhattan SD 114,1724270,Manhattan,60442,Manhattan,60442,Yes participating without using any Provision or the CEO,603,,88
IL,Manierre Elem School,170993000936,Chicago Public Schools Dist 299,1709930,Chicago,60610,Chicago,60610,Yes under Community Eligibility Option (CEO),288,,273
IL,Manley Career Academy High School,170993001125,Chicago Public Schools Dist 299,1709930,Chicago,60612,Chicago,60612,Yes under Community Eligibility Option (CEO),151,,139
IL,Mann Elem School,170993000937,Chicago Public Schools Dist 299,1709930,Chicago,60617,Chicago,60617,Yes under Community Eligibility Option (CEO),276,,253
IL,Mannheim Early Childhood Ctr,172433006324,Mannheim SD 83,1724330,NorthLake,60164,NorthLake,60164,No,152,,
IL,Mannheim Middle School,172433002642,Mannheim SD 83,1724330,Melrose Park,60164,Melrose Park,60164,Yes under Community Eligibility Option (CEO),800,,582
GA,Manning Oaks Elementary School,130228002265,Fulton County,1302280,Alpharetta,30004,Alpharetta,30004,Yes participating without using any Provision or the CEO,725,46,233
HI,Manoa Elementary School,150003000194,Hawaii Department of Education,1500030,Honolulu,96822,Honolulu,96822,Yes participating without using any Provision or the CEO,545,48,92
IL,Manor Hill Elem School,172346002583,Lombard SD 44,1723460,Lombard,60148,Lombard,60148,Yes participating without using any Provision or the CEO,274,,93
GA,Mansfield Elementary School,130393001461,Newton County,1303930,Mansfield,30055,Mansfield,30055,Yes participating without using any Provision or the CEO,406,71,223
IL,Manteno Elem School,172439002646,Manteno CUSD 5,1724390,Manteno,60950,Manteno,60950,Yes participating without using any Provision or the CEO,697,,227
IL,Manteno High School,172439002647,Manteno CUSD 5,1724390,Manteno,60950,Manteno,60950,Yes participating without using any Provision or the CEO,615,,238
IL,Manteno Middle School,172439002648,Manteno CUSD 5,1724390,Manteno,60950,Manteno,60950,Yes participating without using any Provision or the CEO,542,,191
IL,Manual High School,173123003274,Peoria SD 150,1731230,Peoria,61605,Peoria,61605,Yes under Community Eligibility Option (CEO),713,,618
IN,Maple Creek Middle School,180825001380,Northwest Allen County Schools,1808250,Fort Wayne,46845,Fort Wayne,46845,Yes participating without using any Provision or the CEO,1016,143,165
IN,Maple Crest Middle School,180537001018,Kokomo School Corporation,1805370,Kokomo,46902,Kokomo,46902,Yes under Community Eligibility Option (CEO),419,349,299
IN,Maple Crest STEM Elementary School,180537000952,Kokomo School Corporation,1805370,Kokomo,46902,Kokomo,46902,Yes under Community Eligibility Option (CEO),127,57,58
IL,Maple Elem School,171824002103,Harlem UD 122,1718240,Loves Park,61111,Loves Park,61111,Yes under Community Eligibility Option (CEO),410,,308
IL,Maple Elem School,171966004665,Hoopeston Area CUSD 11,1719660,Hoopeston,60942,Hoopeston,60942,Yes under Community Eligibility Option (CEO),297,,203
IN,Maple Elementary School,180027000059,Avon Community School Corp,1800270,Avon,46123,Avon,46123,Yes participating without using any Provision or the CEO,775,420,450
IN,Maple Glen Elementary,181308002184,Westfield-Washington Schools,1813080,Westfield,46074,Westfield,46074,Yes participating without using any Provision or the CEO,626,90,88
IL,Maple Grove Elem School,170001505227,Joppa-Maple Grove UD 38,1700015,Metropolis,62960,Metropolis,62960,Yes under Community Eligibility Option (CEO),114,,84
ID,MAPLE GROVE ELEMENTARY SCHOOL,160036000065,BOISE INDEPENDENT DISTRICT,1600360,BOISE,83709,BOISE,83709,Yes participating without using any Provision or the CEO,368,60,110
IN,Maple Grove Elementary School,180144002105,Center Grove Community School Corp,1801440,Bargersville,46106,Bargersville,46106,Yes participating without using any Provision or the CEO,738,159,143
IN,Maple Ridge Elementary School,181044001676,South Madison Com Sch Corp,1810440,Pendleton,46064,Pendleton,46064,Yes participating without using any Provision or the CEO,716,329,330
IL,Maple School,172442002649,Northbrook/Glenview SD 30,1724420,Northbrook,60062,Northbrook,60062,No,429,,
IL,Maplebrook Elem School,172771002936,Naperville CUSD 203,1727710,Naperville,60565,Naperville,60565,Yes participating without using any Provision or the CEO,527,,60
IL,Maplewood Elem School,170804000415,Cahokia CUSD 187,1708040,Cahokia,62206,Cahokia,62206,Yes under Community Eligibility Option (CEO),326,,293
IN,Maplewood Elementary School,181281002034,MSD Wayne Township,1812810,Indianapolis,46241,Indianapolis,46241,Yes under Community Eligibility Option (CEO),640,637,559
IN,Maplewood Elementary School,180363000544,Fort Wayne Community Schools,1803630,Fort Wayne,46819,Fort Wayne,46819,Yes under Community Eligibility Option (CEO),481,383,353
GA,Marbut Elementary School,130174001521,DeKalb County,1301740,Lithonia,30058,Lithonia,30058,Yes under Community Eligibility Option (CEO),427,144,397
IL,Marengo Comm Middle School,170007703147,Marengo-Union E Cons D 165,1700077,Marengo,60152,Marengo,60152,Yes under Community Eligibility Option (CEO),318,,167
IL,Marengo High School,172457002661,Marengo CHSD 154,1724570,Marengo,60152,Marengo,60152,Yes participating without using any Provision or the CEO,689,,236
GA,Margaret Harris Comprehensive School,130174003868,DeKalb County,1301740,Atlanta,30329,Atlanta,30329,Yes participating without using any Provision or the CEO,76,20,64
IL,Margaret Mead JHS,173474004428,Schaumburg CCSD 54,1734740,Elk Grove Village,60007,Elk Grove Village,60007,No,637,,
IN,Margaret R Brown Elementary School,181008001617,Seymour Community Schools,1810080,Seymour,47274,Seymour,47274,Yes under Community Eligibility Option (CEO),524,388,309
IL,Marie Murphy School,170480000043,Avoca SD 37,1704800,Wilmette,60091,Wilmette,60091,No,267,,
IL,Marie Schaefer Elem School,172976003767,O Fallon CCSD 90,1729760,O Fallon,62269,O Fallon,62269,Yes participating without using any Provision or the CEO,641,,150
GA,Marietta Center for Advanced Academics,130351003480,Marietta City,1303510,Marietta,30060,Marietta,30060,Yes participating without using any Provision or the CEO,295,18,99
GA,Marietta High School,130351001342,Marietta City,1303510,Marietta,30064,Marietta,30064,Yes participating without using any Provision or the CEO,2654,453,1601
GA,Marietta Middle School,130351001339,Marietta City,1303510,Marietta,30064,Marietta,30064,Yes participating without using any Provision or the CEO,1302,293,911
GA,Marietta Regional Youth Detention Center,130002603510,Department of Juvenile Justice,1300026,Marietta,30008,Marietta,30008,Yes participating without using any Provision or the CEO,14,11,11
GA,Marietta Sixth Grade Academy,130351002621,Marietta City,1303510,Marietta,30060,Marietta,30060,Yes participating without using any Provision or the CEO,670,138,476
IL,Marine Elem School,173735003866,Triad CUSD 2,1737350,Marine,62061,Marine,62061,Yes participating without using any Provision or the CEO,132,,25
IL,Marine Leadership Academy - Ames,170993002618,Chicago Public Schools Dist 299,1709930,Chicago,60647,Chicago,60647,Yes under Community Eligibility Option (CEO),622,,549
GA,Marion County Middle/High School,130354001346,Marion County,1303540,Buena Vista,31803,Buena Vista,31803,Yes under Community Eligibility Option (CEO),695,253,480
IN,Marion Early Childhood Ed Cntr,180639002396,Marion Community Schools,1806390,Marion,46952,Marion,46952,No,0,,
IN,Marion High School,180639001117,Marion Community Schools,1806390,Marion,46953,Marion,46953,Yes under Community Eligibility Option (CEO),1052,836,688
IL,Marion High School,172460002666,Marion CUSD 2,1724600,Marion,62959,Marion,62959,Yes participating without using any Provision or the CEO,1105,,552
IL,Marion Jordan Elem School,173042003151,Palatine CCSD 15,1730420,Palatine,60067,Palatine,60067,Yes participating without using any Provision or the CEO,483,,54
IL,Marion Jr High School,172460002667,Marion CUSD 2,1724600,Marion,62959,Marion,62959,Yes participating without using any Provision or the CEO,704,,381
IL,Marissa Elem School,172465004724,Marissa CUSD 40,1724650,Marissa,62257,Marissa,62257,Yes under Community Eligibility Option (CEO),253,,140
IL,Marissa Jr & Sr High School,172465002672,Marissa CUSD 40,1724650,Marissa,62257,Marissa,62257,Yes under Community Eligibility Option (CEO),249,,147
IL,Mark DeLay School,172145002413,Darien SD 61,1721450,Darien,60561,Darien,60561,Yes participating without using any Provision or the CEO,457,,158
IL,Mark Denman Elementary School,171179005274,Danville CCSD 118,1711790,Danville,61832,Danville,61832,Yes under Community Eligibility Option (CEO),583,,554
IL,Mark Twain,170360001473,Alton CUSD 11,1703600,Alton,62002,Alton,62002,Yes under Community Eligibility Option (CEO),0,,
